N_id,Title,Main Genre,Sub Genres,Release Year,Maturity Rating,Original Audio,Recommendations,Recommendation_Count
81000063,Ivy + Bean: The Ghost That Had To Go,Kids,"Family, Children & Family, Comedy, Based on Books, US",2021,U/A 7+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","81012821, 80994878, 81023618, 81241013, 80130521, 81011712, 81589046, 81338302, 80993016, 81588091, 80994666, 81329721",12
81000201,Wasp Network,Drama,"Drama, Thriller, Based on Books, Based on Real Life, Spy, Social Issue Dramas",2020,A,"English [Original], English - Audio Description","81308434, 80986885, 80188120, 80064514, 80245076, 81041495, 80174263, 80240537, 80178280, 81221170, 80178151, 80191526",12
81000365,The Boys In The Band,Drama,"based on a Play, LGBTQ, Drama, Social Issue Dramas, US",2020,A,"English [Original], English - Audio Description","81380441, 81287562, 81088617, 81011569, 80241248, 81079914, 80245103, 81288353, 81332757, 80213445, 80209024, 81665094",12
81000511,Revenger,Action,"Korean, Martial Arts, Action & Adventure",2018,A,"Korean [Original], Korean - Audio Description","70101697, 81572011, 80240904, 81344253, 81075519, 81399639, 81336431, 81005258, 80148162, 81721676, 80109145, 81313229",12
81000864,Abducted In Plain Sight,Documentary,"Documentaries, Crime, True Crime Documentaries, US",2017,U/A 16+,English [Original],"81671836, 81227735, 81292539, 81300060, 81130130, 81586385, 81705443, 81512108, 81611991, 81212487, 81097791, 81353946",12
81001000,On My Skin,Drama,"Italian, Crime, Drama, Based on Real Life, Social Issue Dramas",2018,U/A 16+,"Italian - Audio Description, English, Italian [Original]","81664676, 81346330, 81173970, 81312828, 80081537, 81559019, 60000417, 81178339, 81268316, 80179070, 81080942, 81595930",12
81001287,The Beautiful Game,Drama,"Drama, Social Issue Dramas, Sports, US",2024,U/A 13+,"English [Original], English - Audio Description","81503868, 80990660, 70201437, 81426668, 80096984, 81708900, 81274014, 81183756, 81211064, 81460842, 80242342, 60002332",12
81001412,Free Rein: The Twelve Neighs Of Christmas,Kids,"Family Time TV, Kids' TV, Family, TV Dramas, Children & Family, British, Drama",2018,U/A 7+,"English [Original], English - Audio Description","81001413, 80115432, 80245299, 81422413, 81316603, 80134695, 80220541, 81289456, 80095435, 80996811, 80058852, 81517419",12
81001413,Free Rein: Valentine'S Day,Kids,"Family Time TV, Kids' TV, Family, TV Dramas, Children & Family, British, Drama",2019,U/A 7+,"English [Original], English - Audio Description","80115432, 80245299, 81422413, 81054417, 81094271, 80095435, 80134695, 81289456, 81001412, 80996811, 80058852, 81005407",12
81001496,Crip Camp: A Disability Revolution,Documentary,"Documentaries, Political Documentaries, US",2020,U/A 13+,"English [Original], English - Audio Description","81122408, 81292539, 81449757, 80091741, 81240756, 81254224, 81035566, 81713263, 80214706, 80209024, 81579761, 81554996",12
81001887,6 Underground,Action,"Action & Adventure, US",2019,A,"Hindi - Audio Description, English [Original], Hindi, English - Audio Description","81388316, 81160697, 81199140, 81038963, 80230399, 80142090, 81309354, 81185548, 81161626, 81511779, 80192187, 81098494",12
81001991,Altered Carbon: Resleeved,Anime,"Sci-Fi & Fantasy Anime, Action Anime, Sci-Fi, Japanese, Anime based on Books, Mystery & Thriller Anime, Based on Books, Action & Adventure, Anime Features",2020,A,"Japanese [Original], Japanese - Audio Description, English, Hindi","70307393, 81418302, 81504698, 81144203, 80097140, 80118543, 80149259, 80174608, 81037868, 81153111, 81054853, 80115466",12
81002192,The Three Deaths Of Marisela Escobedo,Documentary,"Mexican, Documentaries, Crime, True Crime Documentaries",2020,U/A 16+,"Spanish Latin America [Original], Spanish Latin America - Audio Description","81404182, 81460514, 81130130, 80220207, 81586385, 81273461, 81025701, 81511776, 81713263, 81045551, 81637008, 81407092",12
81002196,Rebecca,Drama,"British, Drama, Thriller, Romantic, Mystery, Based on Books",2020,A,"English [Original], English - Audio Description","81354529, 81426931, 81410649, 81030821, 81507021, 81140933, 81476441, 70059993, 60023237, 81592177, 80223371, 81418071",12
81002266,Uglies,Sci-Fi,"Sci-Fi, Drama, Based on Books, Action & Adventure, Teen, US",2024,U/A 13+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81012048, 70263889, 80227090, 81288179, 81762621, 81023636, 81504326, 81199139, 80149312, 80217569, 70298735, 81557731",12
81002270,Nightbooks,Fantasy,"Family, Children & Family, Mystery, Based on Books, US",2021,U/A 7+,"English [Original], Hindi, English - Audio Description","81156676, 81012821, 80214792, 81220825, 81399299, 81349232, 80992263, 80218885, 80049939, 80991090, 81450775, 80991404",12
81002312,Believer,Drama,"Korean, Crime, Drama, Action & Adventure",2018,A,"English, Korean [Original]","81342504, 81266458, 81572011, 81607354, 81702144, 81771382, 81399639, 81454087, 81478985, 81721676, 81594923, 81478004",12
81002412,Tall Girl,Romance,"Family, Children & Family, Romantic Comedies, Comedy, Romantic, Teen, US",2019,U/A 7+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","80245601, 80994878, 81078393, 81127150, 81019888, 81446038, 81209537, 81194110, 80239639, 81056195, 81132038, 80143556",12
81002685,Battle,Drama,"Norwegian, Drama, Romantic, Based on Books, Teen",2018,A,"Norwegian [Original], English, Norwegian - Audio Description","80994878, 81318514, 81017308, 70243457, 81043665, 81205993, 81252928, 81643440, 81248118, 80201590, 80996811, 81328187",12
81002746,Mortal Engines,Sci-Fi,"Sci-Fi, Based on Books, Action & Adventure, US",2018,U/A 13+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","81464239, 80098200, 81277430, 60004467, 81137486, 70298735, 60029176, 80025919, 80987626, 70259170, 80133493, 80117445",12
81002747,Spider-Man: Into The Spider-Verse,Action,"Family, Sci-Fi, Action & Adventure, US",2018,U/A 13+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","81251375, 81652327, 70177689, 81068803, 81037695, 80228012, 81465707, 81416258, 81294811, 70177020, 70208599, 80217006",12
81002813,Back To The Outback,Kids,"Family, Children & Family, Comedy, US",2021,U/A 7+,"Australian English - Audio Description, Hindi, English [Original]","81381727, 81153694, 80214236, 81218917, 81349324, 80161029, 80095314, 80117526, 81745658, 81018682, 81199052, 81159137",12
81002876,Nikki Glaser: Bangin’,Comedy,Stand-Up Comedy,2019,A,"English [Original], English - Audio Description","81708429, 81697662, 81485998, 81950651, 81685073, 81577726, 81696724, 80213715, 81140682, 81722080, 81267396, 81691534",12
81002880,Nate Bargatze: The Tennessee Kid,Comedy,Stand-Up Comedy,2019,U/A 13+,English [Original],"81728557, 81619082, 80175685, 80187307, 81248586, 81251385, 81730508, 81738579, 81605926, 81635847, 81722080, 81267396",12
81002929,Jo Koy: Comin' In Hot,Comedy,Stand-Up Comedy,2019,U/A 16+,English [Original],"80106743, 80134826, 81708429, 81697662, 81697660, 81044582, 80117628, 80174687, 81267198, 81045453, 81717103, 81758878",12
81004099,Nothing To Hide,Comedy,"French, Drama, Comedy",2018,U/A 16+,"English, French [Original], French - Audio Description","80175421, 81630883, 80987464, 81350337, 81597242, 81230915, 81663095, 81276519, 81500431, 81786870, 81758866, 81306350",12
81004274,Holmes & Watson,Comedy,"Comedy, Mystery, US",2018,U/A 16+,"English [Original], Hindi, English - Audio Description","80244088, 81458416, 80039517, 70283197, 70127228, 60003388, 81513881, 60033343, 80243600, 70021643, 215309, 70112729",12
81004276,Bumblebee,Action,"Sci-Fi, Action & Adventure, US",2018,U/A 13+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","80092423, 70208599, 81044417, 81251375, 70058026, 80195967, 80166369, 81465707, 81602889, 80005628, 80164399, 70267241",12
81004321,Whindersson Nunes: Adult,Comedy,"Brazilian, Stand-Up Comedy",2019,A,"Portuguese Brazil [Original], Portuguese Brazil - Audio Description","81194682, 81382296, 81443461, 81443455, 81471753, 81193105, 80162210, 81145241, 81139775, 81380440, 81599820, 81194685",12
81004797,The Occupant,Thriller,"Spanish, Crime, Thriller",2020,U/A 16+,"Spanish Spain - Audio Description, English, Spanish Spain [Original]","81477746, 80206420, 81342505, 81136406, 81453541, 80244708, 81521006, 80242820, 81453545, 81478537, 80167647, 81225962",12
81005150,The Half Of It,Drama,"Romantic Comedies, LGBTQ, Drama, Comedy, Romantic, Teen, US",2020,U/A 13+,"English [Original], Hindi, English - Audio Description","80117551, 81078393, 81213653, 81127150, 80241545, 81059939, 80204393, 80239639, 60023237, 81332722, 81923251, 80201542",12
81005258,Xtreme,Action,"Spanish, Action & Adventure",2021,A,"Spanish Spain - Audio Description, English, Spanish Spain [Original], Hindi","81307099, 81319170, 81253859, 81576597, 81064546, 81498377, 80223052, 81458368, 81399639, 81486233, 81108579, 80200961",12
81005364,Zero,Drama,"Hindi-Language, Bollywood, Romantic Comedies, Drama, Comedy, Romantic, Social Issue Dramas",2018,U/A 13+,Hindi [Original],"80065328, 70303496, 60036750, 80158042, 60036735, 80091866, 81020508, 70000196, 80017528, 80164778, 80206847, 70083535",12
81005492,Spenser Confidential,Thriller,"Crime, Comedy, Mystery, Based on Books, Action & Adventure, US",2020,A,"English [Original], English - Audio Description","81307099, 81098494, 81416977, 70127228, 81199140, 80094318, 81161828, 80232655, 81161626, 81251628, 81001887, 81282732",12
81006261,The Seven Deadly Sins The Movie: Prisoners Of The Sky,Anime,"Shounen Anime, Sci-Fi & Fantasy Anime, Action Anime, Japanese, Action & Adventure, Anime Features",2018,U/A 16+,"English, Japanese [Original]","81091393, 81448990, 70300472, 81306306, 80238012, 81281582, 81562396, 81278456, 80107103, 81263946, 81663325, 80050063",12
81006825,All The Freckles In The World,Comedy,"Mexican, Romantic Comedies, Comedy, Romantic, Teen, Sports",2020,U/A 13+,"English, Spanish Latin America [Original], Spanish Latin America - Audio Description","80203147, 81416306, 81715819, 81169148, 81205652, 81127150, 81446038, 81043104, 81209537, 81354972, 81324724, 80143556",12
81006826,Franco Escamilla: Bienvenido Al Mundo,Comedy,"Mexican, Stand-Up Comedy",2019,U/A 16+,Spanish Latin America [Original],"81580505, 80124726, 80124724, 81454281, 80194946, 81725967, 80117628, 81060096, 80192065, 81217094, 80124725, 80183197",12
81007144,Ultraman: Rising,Kids,"Family, Children & Family, US",2024,U/A 7+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","80988892, 81004665, 81476885, 81153694, 81444554, 81068803, 81670527, 80228012, 81035568, 81399614, 81018682, 80237245",12
81008142,Lulli,Comedy,"Brazilian, Comedy",2021,U/A 13+,"English, Portuguese Brazil - Audio Description, Portuguese Brazil [Original]","80245601, 81175170, 81295007, 81047512, 81035234, 81002412, 81209537, 81035250, 81175173, 81056195, 81132038, 81036293",12
81008272,One Last Shot,Comedy,"Canadian, Comedy",1998,U/A 16+,"English [Original], English - Audio Description","81758875, 80986854, 70127228, 70136120, 70153385, 81616526, 81287254, 70128549, 80028732, 81404276, 70069233, 70220030",12
81008536,Aggretsuko: We Wish You A Metal Christmas,Anime,"Japanese, Anime Series",2018,U/A 7+,"Japanese - Audio Description, English, Japanese [Original]","81090127, 81261669, 80117781, 81648330, 80196883, 81228573, 81459282, 80996957, 80198505, 81245457, 81275353, 81054847",12
81009671,Octonauts & The Caves Of Sac Actun,Kids,"Children & Family, Based on Books, Education for Kids, US",2020,U,"English, British English - Audio Description","81154899, 81012130, 80201451, 81272431, 80108159, 81095076, 81098500, 80187223, 80227818, 81691739, 81012822, 81154166",12
81010139,Trollhunters: Rise Of The Titans,Kids,"Family, Children & Family, Based on Books, US",2021,U/A 7+,"English [Original], Hindi, English - Audio Description","81004665, 81370442, 81092958, 80179784, 80234642, 81007144, 80212245, 80075820, 80218108, 80237245, 81623335, 80244283",12
81010166,Brené Brown: The Call To Courage,Documentary,Documentaries,2019,U/A 13+,"English [Original], English - Audio Description","81436688, 80102204, 81410436, 80229847, 81312877, 81657245, 81074662, 81280926, 81387962, 81554996, 81098586, 80209895",12
81010699,Svaha: The Sixth Finger,Thriller,"Korean, Thriller, Mystery",2019,A,"Korean [Original], Korean - Audio Description","81608592, 80223050, 81266458, 81572011, 81342505, 81607354, 81312457, 80226357, 81478985, 81640988, 81652564, 81478004",12
81010807,A Giant Jack Christmas,Kids,"Kids' TV, Children & Family, TV Cartoons, US",2020,U,"English [Original], English - Audio Description","81239272, 81782266, 81309564, 80230507, 81500345, 81095076, 81193166, 80996790, 80234731, 81028225, 80026226, 81014532",12
81010969,A Dog'S Way Home,Drama,"Family, Children & Family, Drama, Based on Books, Based on Real Life, Action & Adventure, US",2019,U/A 7+,"English [Original], Hindi, English - Audio Description","81191433, 81107362, 80204923, 80245121, 80179070, 81347579, 81155175, 786137, 81054619, 60020810, 80239306, 80993105",12
81010971,Ad Astra,Sci-Fi,"Sci-Fi, Drama, Action & Adventure, US",2019,U/A 13+,English [Original],"81252357, 80185760, 70305903, 81067760, 81023636, 81301595, 70298735, 80244645, 80134431, 70259170, 80158764, 81321986",12
81011569,Circus Of Books,Documentary,"Documentaries, Business Documentaries, LGBTQ, Biographical Documentaries, US",2020,A,"English [Original], English - Audio Description","81380441, 81287562, 81088617, 80241248, 81079914, 81000365, 80245103, 81288353, 81332757, 80213445, 80209024, 81665094",12
81011598,Wanda Sykes: Not Normal,Comedy,Stand-Up Comedy,2019,U/A 16+,English [Original],"80221271, 81343300, 81060049, 81685073, 80166467, 81170956, 81520120, 81275640, 81028174, 81045453, 81717103, 81435618",12
81011712,Yes Day,Kids,"Family, Children & Family, Comedy, Based on Books, US",2021,U/A 7+,"English [Original], Hindi, English - Audio Description","81180203, 80245601, 80994878, 81023618, 81422413, 80105067, 81570889, 80993016, 81588091, 80994666, 70033005, 81005407",12
81012048,Atlas,Sci-Fi,"Sci-Fi, Drama, Action & Adventure, US",2024,U/A 13+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81464239, 81762621, 81722297, 80195967, 81473627, 81137486, 81465109, 81767635, 81602889, 81406459, 70259170, 70267241",12
81012130,Octonauts & The Ring Of Fire,Kids,"Children & Family, Based on Books, Education for Kids, US",2021,U,"English, British English - Audio Description","81154899, 80201451, 81009671, 81272431, 80108159, 81095076, 80187223, 80227818, 80026226, 81012822, 81154166, 81014532",12
81012340,Shéhérazade,Drama,"French, Drama, Social Issue Dramas",2019,A,"French [Original], French - Audio Description","81312828, 81034012, 81248121, 81640003, 81226469, 81093101, 80115031, 81312798, 81462496, 81312536, 81128450, 81576814",12
81012366,The Babysitter: Killer Queen,Horror,"Comedy, Horror, Teen, US",2020,A,"English [Original], Hindi, English - Audio Description","80164456, 80177770, 81325689, 81639205, 81231974, 939827, 81504326, 81483977, 81131575, 81753224, 81334749, 80122759",12
81012821,A Babysitter'S Guide To Monster Hunting,Kids,"Family, Children & Family, Based on Books, US",2020,U/A 7+,"English [Original], Hindi, English - Audio Description","81180203, 81023618, 81427442, 80214792, 81399299, 81220825, 81349232, 80992263, 81029733, 81329721, 70044595, 80991404",12
81012822,Octonauts & The Great Barrier Reef,Kids,"Kids' TV, Children & Family, TV Shows Based on Books, Kids Music, Based on Books, Education for Kids, TV Cartoons, US",2020,U/A 7+,"English, British English - Audio Description","81154899, 81012130, 80201451, 81699964, 81009671, 81272431, 80108159, 81095076, 80187223, 81691739, 80063599, 81014532",12
81013200,Sudani From Nigeria,Drama,"Malayalam-Language, Drama, Comedy, Social Issue Dramas, Sports",2018,U/A 13+,Malayalam [Original],"81571134, 81248144, 81707601, 81318027, 81628642, 81680655, 81273582, 81680667, 81707604, 81354207, 81497215, 81289659",12
81013509,"Ayotzinapa, El Paso De La Tortuga",Documentary,"Mexican, Documentaries",2018,U/A 16+,Spanish Latin America [Original],"81002192, 80184569, 81404182, 80991872, 81460514, 81517594, 81273461, 81511776, 81771021, 81713263, 81045551, 81637008",12
81013626,Homecoming: A Film By Beyoncé,Documentary,"Music, Documentaries, Concerts, Hip-Hop, Biographical Documentaries, US",2019,A,"English [Original], English - Audio Description","81930855, 81238721, 81983946, 81720500, 81028336, 81106901, 81912861, 81254437, 81177110, 81587828, 81046796, 81031929",12
81013927,The Decline,Thriller,"Canadian, Action & Adventure",2020,A,"French Canada - Audio Description, English, French Canada [Original]","81028990, 80198478, 81232463, 81038588, 81350329, 80179070, 60022700, 80157072, 81449034, 80994937, 80209746, 81174182",12
81014008,Seaspiracy,Documentary,"Documentaries, Nature & Ecology Documentaries, Science & Nature Docs, US",2021,A,"English [Original], English - Audio Description","81414752, 81436688, 80049832, 70308278, 81139969, 80033772, 81460481, 80168188, 81045007, 81254224, 80174177, 81098586",12
81014211,Nigerian Prince,Drama,"Drama, Independent, US",2018,U/A 16+,English [Original],"81735125, 81478629, 81521086, 81630495, 81612858, 81676888, 81435742, 81681233, 81671712, 81030789, 81270767, 81282563",12
81015153,Crossroads: One Two Jaga,Drama,"Malaysian, Crime, Drama, Social Issue Dramas",2018,U/A 16+,"Malay [Original], Malay - Audio Description","80065328, 81040344, 81440944, 81681502, 81631031, 81243243, 81753235, 81631030, 81949600, 81031178, 81507743, 70267115",12
81015524,Kath & Kimderella,Comedy,"Australian, Satires, Comedy",2012,U/A 13+,English [Original],"81014647, 80238565, 80198950, 70153373, 80199128, 80997258, 81616526, 81018141, 81663074, 81675379",10
81015566,Anelka: Misunderstood,Documentary,"French, Documentaries, Biographical Documentaries, Sports",2020,U/A 13+,"French [Original], English, English - Audio Description, French - Audio Description","81689477, 81223488, 81005126, 81783473, 81733186, 81386989, 80203144, 81681112, 81074673, 80221113, 81665042, 81654726",12
81016191,Pad Man,Drama,"Hindi-Language, Bollywood, Drama, Romantic, Based on Real Life, Social Issue Dramas",2018,U/A 13+,Hindi [Original],"80065328, 81267360, 80032081, 81244369, 81318083, 70303496, 70295762, 80199962, 81280352, 80057278, 81292944, 80015785",12
81016192,Qarib Qarib Singlle,Romance,"Hindi-Language, Bollywood, Romantic Comedies, Comedy, Romantic",2017,U/A 13+,Hindi [Original],"80993095, 80032081, 80165850, 70302193, 80227304, 81332225, 70123119, 70185139, 70071832, 81242571, 81113919, 81016193",12
81016193,Bareilly Ki Barfi,Romance,"Hindi-Language, Bollywood, Romantic Comedies, Drama, Comedy, Romantic, Based on Books",2017,U/A 13+,Hindi [Original],"81113919, 81267360, 70278990, 70052249, 81267359, 81332225, 81323993, 81350339, 81294132, 81350338, 81113918, 81107576",12
81016194,Spyder,Action,"Action & Adventure, Telugu-Language",2017,U/A 16+,Telugu [Original],"81508717, 81157385, 81551307, 81643778, 81016196, 81614454, 81671215, 81637260, 81643752, 81273583, 81252029, 81648103",12
81016196,Mersal,Action,"Drama, Action & Adventure, Tamil-Language",2017,U/A 16+,Tamil [Original],"81508241, 80190101, 81639319, 81417659, 81588444, 81508719, 81762714, 81713677, 81770422, 81252029, 81337210, 81427795",12
81016408,5 Star Christmas,Comedy,"Italian, based on a Play, Comedy",2018,U/A 16+,"Italian - Audio Description, Italian [Original]","60000901, 81630894, 81473656, 81416312, 80242926, 80199682, 81309564, 81727058, 81643125, 81348951, 81116948, 70052697",12
81016750,The 3Rd Eye,Horror,"Indonesian, Horror",2018,A,"Indonesian - Audio Description, Indonesian [Original]","81757583, 81755776, 81735367, 81675814, 81224632, 81457374, 81021831, 81030893, 81767375, 81751929, 81088277, 80219131",12
81017092,Along With The Gods: The Last 49 Days,Fantasy,"Korean, Drama, Action & Adventure",2018,U/A 16+,Korean [Original],"80226233, 80158577, 81094067, 80180171, 81342504, 80214451, 81243969, 81323551, 81336431, 80217733, 80226424, 81721676",12
81018120,Who Would You Take To A Deserted Island?,Drama,"Spanish, based on a Play, Drama",2019,U/A 16+,"Spanish Spain - Audio Description, English, Spanish Spain [Original]","80200942, 81586657, 81435203, 81684768, 81012637, 81317562, 81311236, 81036622, 81304948, 81645391, 81498294, 81029383",12
81018141,Da Kath & Kim Code,Comedy,"Australian, Satires, Comedy",2005,U/A 13+,English [Original],"81015524, 81014647, 80198950, 70153373, 80997258, 80025384, 80216651, 81616526, 70171942, 81663074, 70157304, 81675379",12
81018205,Stay On Board: The Leo Baker Story,Documentary,"Documentaries, LGBTQ, Biographical Documentaries, Social & Cultural Docs, Sports, US",2022,U/A 16+,"English [Original], English - Audio Description","80184055, 81464765, 81719138, 81280924, 81517219, 80244479, 81691263, 81630917, 81157840, 81046796, 80202829, 80995284",12
81018239,Ascharyachakit!,Drama,"Hindi-Language, Bollywood, Drama, Independent, Romantic, Based on Books, Social Issue Dramas",2018,A,Hindi [Original],"81183494, 81285942, 81176968, 70113305, 70170277, 81206929, 81004536, 60023237, 81026327, 81278142, 70144560, 81074367",12
81018377,Rajma Chawal,Comedy,"Hindi-Language, Bollywood, Romantic Comedies, Drama, Comedy, Romantic",2018,U/A 16+,"Hindi - Audio Description, Hindi [Original]","81113919, 80993095, 81016192, 81177241, 81242571, 80227304, 81332225, 70185139, 80165850, 81630998, 81281426, 70276514",12
81018455,Rattlesnake,Horror,"Independent, Horror, Thriller, US",2019,U/A 16+,"English [Original], Hindi, English - Audio Description","70032591, 81021447, 81248435, 81350329, 81149049, 60036256, 81222576, 81210788, 80161216, 80237905, 81342665, 81217751",12
81018634,Prince Of Peoria: A Christmas Moose Miracle,Kids,"Kids' TV, Sitcoms, Children & Family, Comedy, TV Comedies, US",2018,U/A 7+,"English [Original], English - Audio Description","81443738, 81223007, 80223556, 80244332, 80201035, 80231658, 81634726, 80234451, 80058852, 80174285, 80238106, 80020540",12
81018635,Arlo The Alligator Boy,Kids,"Family, Children & Family, Kids Music, Comedy, Musicals, US",2021,U/A 7+,"English [Original], English - Audio Description","80216180, 81091957, 80239482, 80992673, 80242531, 81045859, 80994692, 80175934, 80222892, 80210294, 80219119, 81068804",12
81018682,The Sea Beast,Kids,"Family, Children & Family, US",2022,U/A 7+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","80234520, 81153694, 81370442, 80214236, 81476885, 81218917, 81267965, 80039394, 81745658, 81002813, 81199052, 80237245",12
81019031,Soorma,Drama,"Hindi-Language, Bollywood, Drama, Based on Real Life, Sports",2018,U/A 13+,Hindi [Original],"81318084, 70254346, 81244369, 81200720, 81144147, 81350340, 81664257, 70084775, 81292944, 80015785, 81107547, 70123126",12
81019888,The Perfect Date,Comedy,"Romantic Comedies, Comedy, Romantic, Teen, US",2019,U/A 13+,"English [Original], Hindi, English - Audio Description","80203147, 81030842, 81127150, 81446038, 81228331, 81002412, 81026818, 80239639, 81040397, 80125979, 81132038, 80143556",12
81020005,How To Get Over A Breakup,Comedy,"Peruvian, Romantic Comedies, Comedy, Romantic",2018,U/A 16+,"English, Spanish Latin America [Original], Spanish Latin America - Audio Description","80203147, 80239019, 81094801, 81398899, 81380249, 80202920, 81512200, 80158042, 70055221, 81590644, 60026122, 81266234",12
81020106,Nobody Knows I'M Here,Drama,"Music, Chilean, Drama",2020,U/A 16+,"English, Spanish Latin America [Original], Spanish Latin America - Audio Description","81349306, 60034545, 81733310, 81426931, 80131280, 81087583, 81598425, 60023237, 81281320, 81478910, 80149312, 80173605",12
81020161,Pulang,Drama,"Malaysian, Drama, Romantic, Action & Adventure",2018,U/A 13+,"Malay [Original], Malay - Audio Description","81577427, 81750553, 81631031, 81753235, 81746990, 81015153, 81728680, 81753774, 81031178, 81504695, 70100560, 81685589",12
81020508,Sanju,Drama,"Hindi-Language, Bollywood, Drama, Based on Real Life",2018,A,Hindi [Original],"70123124, 80087743, 81244369, 70303496, 80118002, 81144147, 81350340, 80057278, 70219525, 80164778, 80147949, 81107545",12
81021355,Toot-Toot Cory Carson: The Chrissy,Kids,"Kids' TV, Children & Family, TV Cartoons, US",2020,U,"English [Original], Hindi, English - Audio Description","81286920, 80142000, 81099996, 81699964, 81064382, 81272431, 80237347, 81095076, 81416349, 81021357, 81096893, 81021356",12
81021356,A Toot-Toot Cory Carson Summer Camp,Kids,"Kids' TV, Children & Family, TV Cartoons, US",2020,U,"English [Original], Hindi, English - Audio Description","81021355, 81035124, 81286920, 80142000, 81699964, 81064382, 81272431, 80237347, 81095076, 80234731, 81416349, 81021357",12
81021357,A Toot-Toot Cory Carson Halloween,Kids,"Kids' TV, Children & Family, TV Cartoons, US",2020,U,"English [Original], Hindi, English - Audio Description","81021355, 81035124, 81011059, 81699964, 81064382, 81272431, 81021358, 80237347, 80999063, 81095076, 81691739, 81416349",12
81021358,A Toot-Toot Cory Carson Christmas,Kids,"Kids' TV, Children & Family, TV Cartoons, US",2020,U,"English [Original], Hindi, English - Audio Description","81286920, 80142000, 81699964, 81064382, 81272431, 80237347, 81095076, 80234731, 81643932, 81021357, 81416349, 81021356",12
81021447,The Silence,Horror,"Creature Features, Horror, Based on Books, US",2019,U/A 16+,"English [Original], Hindi, English - Audio Description","81415088, 81240831, 81464329, 81237994, 80198645, 80161216, 81210788, 80196789, 80237905, 80203186, 81157374, 80217312",12
81021831,Sabrina,Horror,"Indonesian, Horror",2018,A,"Indonesian - Audio Description, Indonesian [Original]","70032591, 81478662, 81034937, 70291092, 81016750, 81095126, 80223989, 80013775, 80109295, 81644122, 80219131, 81486809",12
81021976,The Spooky Tale Of Captain Underpants Hack-A-Ween,Kids,"Family Time TV, Kids' TV, Family, Children & Family, TV Shows Based on Books, Comedy, Based on Books, TV Comedies, TV Cartoons, US",2019,U/A 7+,"English [Original], English - Audio Description","70243420, 81147421, 80179782, 81021977, 81045859, 81193032, 80242531, 80103408, 80095314, 81762622, 80219119, 80178943",12
81021977,Captain Underpants Mega Blissmas,Kids,"Family Time TV, Kids' TV, Family, Children & Family, TV Shows Based on Books, Comedy, Based on Books, TV Comedies, TV Cartoons, US",2020,U/A 7+,"English [Original], English - Audio Description","70243420, 81147421, 80179782, 80242531, 81045859, 81193032, 81021976, 81500345, 81309564, 81221340, 80103408, 80178943",12
81022398,Jamie Foxx: What Had Happened Was...,Comedy,Stand-Up Comedy,2024,A,"English [Original], English - Audio Description","81692735, 81267396, 81697662, 81683615, 81665820, 81776083, 81738579, 81140682, 80174687, 80167499, 81717103, 81218432",12
81023618,Finding ‘Ohana,Kids,"Family, Children & Family, Comedy, US",2021,U/A 7+,"English [Original], Hindi, English - Audio Description","81180203, 81012821, 81427442, 81220825, 81399299, 81570889, 81011712, 80241136, 70039180, 80992263, 81588091, 81029733",12
81023636,Time Trap,Sci-Fi,"Sci-Fi, Action & Adventure, US",2017,U/A 13+,English [Original],"70305903, 81288179, 80231903, 80206300, 80185871, 70097578, 80217569, 81002266, 80158764, 81067760, 80183339, 80991158",12
81023713,Soni,Drama,"Hindi-Language, Crime, Drama, Independent, Social Issue Dramas",2018,A,"Hindi - Audio Description, Hindi [Original]","80997361, 81634639, 81508740, 81176968, 81076756, 81443393, 81265959, 81351700, 81281063, 81417638, 81278142, 81265958",12
81024044,Lady J,Drama,"French, Drama, Independent, Romantic, Based on Books, Period Pieces",2019,A,"French [Original], French - Audio Description","81354529, 70044601, 81410649, 80119411, 81507021, 81140933, 81002196, 81476441, 70059993, 60023237, 81222923, 81418071",12
81024100,American Son,Drama,"based on a Play, Drama, Social Issue Dramas, US",2019,A,"English [Original], English - Audio Description","81121351, 80226923, 80202462, 81403766, 80200549, 81473752, 81590591, 81344370, 81100780, 81571934, 81043365, 81127902",12
81024153,The Main Event,Kids,"Family, Children & Family, Comedy, Sports, US",2020,U,"English [Original], Hindi, English - Audio Description","80117803, 81023618, 80223928, 80105067, 81414099, 80228012, 80241136, 81011712, 81233669, 70021640, 81588091, 80994666",12
81024260,Uncorked,Drama,"Drama, Independent, US",2020,U/A 16+,"English [Original], English - Audio Description","81612937, 80174972, 81403766, 81439267, 80216302, 81426667, 81368729, 81517155, 81580045, 81498233, 80149312, 81488972",12
81024308,Late Life: The Chien-Ming Wang Story,Documentary,"Documentaries, Biographical Documentaries, Sports, US",2018,U/A 13+,English,"81720808, 81048394, 81476121, 80203144, 81681112, 81452996, 70299904, 80244479, 81945091, 81457004, 81713263, 81721570",12
